filename,dut,dut_version,os_version,config,test_case_id,line_number,timestamp,run_date,status,error_msg,suite,raw_line
tc_func_tcp_tfg_001_20240722-120420.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,583,2024-07-22 12:04:48.463,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,12:04:48.463 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-120420.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,594,2024-07-22 12:04:49.466,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,12:04:49.466 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_func_tcp_tfg_001_20240722-121338.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,585,2024-07-22 12:14:09.259,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,12:14:09.259 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-121338.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,596,2024-07-22 12:14:10.261,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,12:14:10.261 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_func_tcp_tfg_001_20240722-122430.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,583,2024-07-22 12:24:57.843,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,12:24:57.843 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-122430.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,594,2024-07-22 12:24:58.845,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,12:24:58.845 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_func_tcp_tfg_001_20240722-122539.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,583,2024-07-22 12:26:05.722,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,12:26:05.722 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-122539.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,594,2024-07-22 12:26:06.724,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,12:26:06.724 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_func_tcp_tfg_001_20240722-182202.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,584,2024-07-22 18:23:01.980,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,18:23:01.980 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-182202.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,595,2024-07-22 18:23:02.981,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,18:23:02.981 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_func_tcp_tfg_001_20240722-183628.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,584,2024-07-22 18:36:50.258,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP server.,,18:36:50.258 # TEST CASE ABORTED : Could not GET ftppackets.txt file from FTP server.
tc_func_tcp_tfg_001_20240722-183628.log,Cisco,1.2,Linux,tcp_cisco,tc_func_tcp_tfg_001.tcl,595,2024-07-22 18:36:51.260,2024-07-22,ABORT,Could not GET ftppackets.txt file from FTP      #,,18:36:51.260 # Result: ABORTED  Could not GET ftppackets.txt file from FTP      #
tc_conf_ipv4_ihg_022_20240723-150923.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,124,2024-07-23 15:09:23.712,2024-07-23,ABORT,"Script Error - can't read ""dut_interface_ip_2"": no such variable",ipv4,"15:09:23.712 # TEST CASE ABORTED: Script Error - can't read ""dut_interface_ip_2"": no such variable"
tc_conf_ipv4_ihg_022_20240723-151212.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-23 15:12:12.648,2024-07-23,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such variable",ipv4,"15:12:12.648 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such variable"
tc_conf_ipv4_ihg_022_20240723-151256.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-23 15:12:56.589,2024-07-23,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such variable",ipv4,"15:12:56.589 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such variable"
tc_conf_ipv4_ihg_022_20240723-151331.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-23 15:13:31.374,2024-07-23,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"15:13:31.374 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240723-151502.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-23 15:15:02.255,2024-07-23,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"15:15:02.255 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240723-151655.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,519,2024-07-23 15:17:19.777,2024-07-23,FAIL,Could not GET ftppackets.txt file from FTP server.,ipv4,15:17:19.777 # TEST CASE FAILED :Could not GET ftppackets.txt file from FTP server.
tc_conf_ipv4_ihg_022_20240723-151655.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,636,2024-07-23 15:17:25.163,2024-07-23,FAIL,Could not GET ftppackets.txt file from FTP      #,ipv4,15:17:25.163 # Result: FAILED  Could not GET ftppackets.txt file from FTP      #
tc_conf_ipv4_ihg_022_20240723-152428.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,522,2024-07-23 15:24:47.317,2024-07-23,FAIL,Could not GET ftppackets.txt file from FTP server.,ipv4,15:24:47.317 # TEST CASE FAILED :Could not GET ftppackets.txt file from FTP server.
tc_conf_ipv4_ihg_022_20240723-152428.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,639,2024-07-23 15:24:52.647,2024-07-23,FAIL,Could not GET ftppackets.txt file from FTP      #,ipv4,15:24:52.647 # Result: FAILED  Could not GET ftppackets.txt file from FTP      #
tc_conf_ipv4_ihg_022_20240723-191958.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-23 19:19:58.574,2024-07-23,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"19:19:58.574 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240723-192006.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,522,2024-07-23 19:20:30.180,2024-07-23,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,19:20:30.180 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240723-192006.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,639,2024-07-23 19:20:35.163,2024-07-23,PASS,Successfully verified the Ping Test and FTP     *,ipv4,19:20:35.163 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240723-193758.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,522,2024-07-23 19:38:22.161,2024-07-23,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,19:38:22.161 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240723-193758.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,639,2024-07-23 19:38:27.135,2024-07-23,PASS,Successfully verified the Ping Test and FTP     *,ipv4,19:38:27.135 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_gbg_005_20240724-174653.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,650,2024-07-24 17:47:36.092,2024-07-24,PASS,DUT reassembles all the valid IPv4 fragments of a datagram,ipv4,17:47:36.092 # TEST CASE PASSED :DUT reassembles all the valid IPv4 fragments of a datagram
tc_conf_ipv4_gbg_005_20240724-174653.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,700,2024-07-24 17:47:38.964,2024-07-24,PASS,DUT reassembles all the valid IPv4 fragments of *,ipv4,17:47:38.964 * Result: PASSED  DUT reassembles all the valid IPv4 fragments of *
tc_conf_ipv4_gbg_005_20240724-175012.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,652,2024-07-24 17:50:53.989,2024-07-24,PASS,DUT reassembles all the valid IPv4 fragments of a datagram,ipv4,17:50:53.989 # TEST CASE PASSED :DUT reassembles all the valid IPv4 fragments of a datagram
tc_conf_ipv4_gbg_005_20240724-175012.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,702,2024-07-24 17:50:56.962,2024-07-24,PASS,DUT reassembles all the valid IPv4 fragments of *,ipv4,17:50:56.962 * Result: PASSED  DUT reassembles all the valid IPv4 fragments of *
tc_conf_ipv4_ihg_022_20240724-090903.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,510,2024-07-24 09:09:20.724,2024-07-24,FAIL,Could not receive Ping reply from H2.,ipv4,09:09:20.724 # TEST CASE FAILED :Could not receive Ping reply from H2.
tc_conf_ipv4_ihg_022_20240724-090903.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,627,2024-07-24 09:09:25.704,2024-07-24,FAIL,Could not receive Ping reply from H2.           #,ipv4,09:09:25.704 # Result: FAILED  Could not receive Ping reply from H2.           #
tc_conf_ipv4_ihg_022_20240724-090945.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,510,2024-07-24 09:10:02.260,2024-07-24,FAIL,Could not receive Ping reply from H2.,ipv4,09:10:02.260 # TEST CASE FAILED :Could not receive Ping reply from H2.
tc_conf_ipv4_ihg_022_20240724-090945.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,627,2024-07-24 09:10:07.232,2024-07-24,FAIL,Could not receive Ping reply from H2.           #,ipv4,09:10:07.232 # Result: FAILED  Could not receive Ping reply from H2.           #
tc_conf_ipv4_ihg_022_20240724-091142.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,510,2024-07-24 09:11:59.638,2024-07-24,FAIL,Could not receive Ping reply from H2.,ipv4,09:11:59.638 # TEST CASE FAILED :Could not receive Ping reply from H2.
tc_conf_ipv4_ihg_022_20240724-091142.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,627,2024-07-24 09:12:04.604,2024-07-24,FAIL,Could not receive Ping reply from H2.           #,ipv4,09:12:04.604 # Result: FAILED  Could not receive Ping reply from H2.           #
tc_conf_ipv4_ihg_022_20240724-091401.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,510,2024-07-24 09:14:19.029,2024-07-24,FAIL,Could not receive Ping reply from H2.,ipv4,09:14:19.029 # TEST CASE FAILED :Could not receive Ping reply from H2.
tc_conf_ipv4_ihg_022_20240724-091401.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,627,2024-07-24 09:14:24.000,2024-07-24,FAIL,Could not receive Ping reply from H2.           #,ipv4,09:14:24.000 # Result: FAILED  Could not receive Ping reply from H2.           #
tc_conf_ipv4_ihg_022_20240724-095218.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-24 09:52:18.594,2024-07-24,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"09:52:18.594 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240724-095222.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,521,2024-07-24 09:52:43.003,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,09:52:43.003 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-095222.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,638,2024-07-24 09:52:47.975,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,09:52:47.975 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-101828.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,521,2024-07-24 10:18:48.787,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,10:18:48.787 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-101828.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,638,2024-07-24 10:18:53.754,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,10:18:53.754 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-145641.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,537,2024-07-24 14:57:01.120,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,14:57:01.120 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-145641.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,654,2024-07-24 14:57:06.102,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,14:57:06.102 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-145807.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,547,2024-07-24 14:58:33.752,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,14:58:33.752 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-145807.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,664,2024-07-24 14:58:38.751,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,14:58:38.751 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-145907.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-24 14:59:08.202,2024-07-24,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"14:59:08.202 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240724-145913.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,493,2024-07-24 14:59:46.791,2024-07-24,ABORT,Could not start FTP server at TEE-Linux.,ipv4,14:59:46.791 # TEST CASE ABORTED : Could not start FTP server at TEE-Linux.
tc_conf_ipv4_ihg_022_20240724-145913.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,610,2024-07-24 14:59:51.767,2024-07-24,ABORT,Could not start FTP server at TEE-Linux.        #,ipv4,14:59:51.767 # Result: ABORTED  Could not start FTP server at TEE-Linux.        #
tc_conf_ipv4_ihg_022_20240724-150020.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,538,2024-07-24 15:00:40.928,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:00:40.928 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-150020.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,655,2024-07-24 15:00:45.915,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:00:45.915 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-151057.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,547,2024-07-24 15:11:29.748,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:11:29.748 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-151057.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,664,2024-07-24 15:11:34.730,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:11:34.730 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-152108.log,cisco,1.0,Linux,ipv4_cisco,tc_func_ipv4_ifg_001.tcl,122,2024-07-24 15:21:08.880,2024-07-24,ABORT,"Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array",ipv4,"15:21:08.880 # TEST CASE ABORTED: Script Error - can't read ""ipv4_env(LINUX_IP)"": no such element in array"
tc_conf_ipv4_ihg_022_20240724-152114.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,538,2024-07-24 15:21:34.740,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:21:34.740 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-152114.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,655,2024-07-24 15:21:39.723,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:21:39.723 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-152954.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,538,2024-07-24 15:30:20.131,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:30:20.131 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-152954.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,655,2024-07-24 15:30:25.145,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:30:25.145 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-154112.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,547,2024-07-24 15:41:39.412,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:41:39.412 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-154112.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,664,2024-07-24 15:41:44.392,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:41:44.392 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_ihg_022_20240724-154208.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,538,2024-07-24 15:42:28.619,2024-07-24,PASS,Successfully verified the Ping Test and FTP file transfer implementation in the DUT.,ipv4,15:42:28.619 # TEST CASE PASSED :Successfully verified the Ping Test and FTP file transfer implementation in the DUT.
tc_conf_ipv4_ihg_022_20240724-154208.log,cisco,1.0,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,655,2024-07-24 15:42:33.592,2024-07-24,PASS,Successfully verified the Ping Test and FTP     *,ipv4,15:42:33.592 * Result: PASSED  Successfully verified the Ping Test and FTP     *
tc_conf_ipv4_gbg_005_20240725-074834.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,239,,,ABORT,Testcase Stopped By User,ipv4,07:49:07 *     Aborted : Testcase Stopped By User
tc_conf_ipv4_gbg_005_20240725-075558.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,652,2024-07-25 07:56:40.890,2024-07-25,PASS,DUT reassembles all the valid IPv4 fragments of a datagram,ipv4,07:56:40.890 # TEST CASE PASSED :DUT reassembles all the valid IPv4 fragments of a datagram
tc_conf_ipv4_gbg_005_20240725-075558.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,702,2024-07-25 07:56:43.868,2024-07-25,PASS,DUT reassembles all the valid IPv4 fragments of *,ipv4,07:56:43.868 * Result: PASSED  DUT reassembles all the valid IPv4 fragments of *
tc_conf_ipv4_gbg_005_20240725-080935.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,650,2024-07-25 08:10:16.512,2024-07-25,PASS,DUT reassembles all the valid IPv4 fragments of a datagram,ipv4,08:10:16.512 # TEST CASE PASSED :DUT reassembles all the valid IPv4 fragments of a datagram
tc_conf_ipv4_gbg_005_20240725-080935.log,cisco,1.2,Linux,ipv4_cisco_2,tc_conf_ipv4_gbg_005,700,2024-07-25 08:10:19.388,2024-07-25,PASS,DUT reassembles all the valid IPv4 fragments of *,ipv4,08:10:19.388 * Result: PASSED  DUT reassembles all the valid IPv4 fragments of *
tc_conf_ipv4_ihg_022_20240725-074247.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,122,2024-07-25 07:42:47.432,2024-07-25,ABORT,"Script Error - can't read ""tee_ip_address_1"": no such variable",ipv4,"07:42:47.432 # TEST CASE ABORTED: Script Error - can't read ""tee_ip_address_1"": no such variable"
tc_conf_ipv4_ihg_022_20240725-074333.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,210,2024-07-25 07:43:39.002,2024-07-25,ABORT,"Script Error - can't read ""tee_interface_list_1"": no such variable",ipv4,"07:43:39.002 # TEST CASE ABORTED: Script Error - can't read ""tee_interface_list_1"": no such variable"
tc_conf_ipv4_ihg_022_20240725-074541.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,122,2024-07-25 07:45:41.870,2024-07-25,ABORT,"Script Error - invalid command name ""gloabl""",ipv4,"07:45:41.870 # TEST CASE ABORTED: Script Error - invalid command name ""gloabl"""
tc_conf_ipv4_ihg_022_20240725-074613.log,cisco,1.1,Linux,ipv4_cisco_2,tc_func_ipv4_ifg_001.tcl,213,2024-07-25 07:46:18.795,2024-07-25,ABORT,"Script Error - invalid command name ""CLIBDelIpInterface""",ipv4,"07:46:18.795 # TEST CASE ABORTED: Script Error - invalid command name ""CLIBDelIpInterface"""
